LIST OF FOREIGN GENOMIC SEGMENTS:
Start     End       Origin  HomeCluster  BAPSIndex  StrainName
530338    534122    2       2            13         4021_3_11
958289    962206    2       2            13         4021_3_11
1279875   1280183   2       2            13         4021_3_11
1831695   1839827   2       2            13         4021_3_11
294903    319918    2       2            14         4021_3_12
530338    534235    2       2            14         4021_3_12
958088    962675    2       2            14         4021_3_12
972554    972848    4       2            14         4021_3_12
1279875   1280183   2       2            14         4021_3_12
1723485   1723927   5       2            14         4021_3_12
1831695   1839827   2       2            14         4021_3_12
125603    125624    2       2            15         4021_3_1
294903    319918    2       2            15         4021_3_1
530338    534122    2       2            15         4021_3_1
958289    967401    2       2            15         4021_3_1
972482    972848    4       2            15         4021_3_1
1192215   1192255   6       2            15         4021_3_1
1279875   1280183   2       2            15         4021_3_1
1723488   1723634   5       2            15         4021_3_1
1831695   1839827   2       2            15         4021_3_1
1865594   1866583   6       2            15         4021_3_1
287641    288273    2       2            16         4021_3_2
294903    319918    2       2            16         4021_3_2
530338    534122    2       2            16         4021_3_2
708104    708842    5       2            16         4021_3_2
958289    961774    2       2            16         4021_3_2
1279853   1280209   2       2            16         4021_3_2
1831483   1839827   2       2            16         4021_3_2
1831695   1839827   2       2            17         4021_3_3
43378     45816     7       2            18         4021_3_4
46233     59861     7       2            18         4021_3_4
61741     63246     6       2            18         4021_3_4
64212     64393     6       2            18         4021_3_4
64687     70558     6       2            18         4021_3_4
81634     84039     2       2            18         4021_3_4
161396    169304    7       2            18         4021_3_4
237798    239754    2       2            18         4021_3_4
239755    241277    7       2            18         4021_3_4
294903    319918    2       2            18         4021_3_4
344293    346104    7       2            18         4021_3_4
530338    534122    2       2            18         4021_3_4
836929    842238    2       2            18         4021_3_4
842239    843882    3       2            18         4021_3_4
881006    888388    7       2            18         4021_3_4
958289    964453    2       2            18         4021_3_4
1279875   1280183   2       2            18         4021_3_4
1346704   1348888   2       2            18         4021_3_4
1350911   1352534   6       2            18         4021_3_4
1352535   1353043   7       2            18         4021_3_4
1353741   1355815   3       2            18         4021_3_4
1355816   1366223   2       2            18         4021_3_4
1407512   1408393   7       2            18         4021_3_4
1528890   1531696   7       2            18         4021_3_4
1531697   1533736   2       2            18         4021_3_4
1655494   1662435   6       2            18         4021_3_4
1664018   1664722   7       2            18         4021_3_4
1759524   1762728   7       2            18         4021_3_4
1831695   1839827   2       2            18         4021_3_4
2192345   2192624   3       2            18         4021_3_4
107793    108576    5       4            19         4021_3_5
124523    124746    4       4            19         4021_3_5
478150    495793    4       4            19         4021_3_5
502073    509233    4       4            19         4021_3_5
663241    670791    4       4            19         4021_3_5
771230    830007    4       4            19         4021_3_5
1314230   1315695   7       4            19         4021_3_5
1384191   1397722   4       4            19         4021_3_5
1833401   1860751   4       4            19         4021_3_5
125478    125779    2       2            20         4021_3_6
958289    962206    2       2            20         4021_3_6
1227760   1228424   6       2            20         4021_3_6
1230943   1231450   6       2            20         4021_3_6
1231451   1231826   5       2            20         4021_3_6
1279875   1280165   2       2            20         4021_3_6
1831695   1839827   2       2            20         4021_3_6
294903    320015    2       2            21         4021_3_7
320016    321969    4       2            21         4021_3_7
530338    534122    2       2            21         4021_3_7
958289    962206    2       2            21         4021_3_7
1279875   1280319   2       2            21         4021_3_7
1346704   1353306   2       2            21         4021_3_7
1353756   1356764   2       2            21         4021_3_7
1572292   1575456   7       2            21         4021_3_7
1575457   1580992   6       2            21         4021_3_7
1618242   1618667   5       2            21         4021_3_7
1620997   1627805   2       2            21         4021_3_7
1628989   1630925   7       2            21         4021_3_7
1630926   1637221   2       2            21         4021_3_7
1681558   1695967   2       2            21         4021_3_7
1696323   1698770   2       2            21         4021_3_7
1735476   1739679   2       2            21         4021_3_7
1740263   1740343   2       2            21         4021_3_7
1740616   1753690   2       2            21         4021_3_7
1831695   1839827   2       2            21         4021_3_7
478150    495793    4       4            22         4021_3_8
502073    509233    4       4            22         4021_3_8
663241    670791    4       4            22         4021_3_8
772512    828945    4       4            22         4021_3_8
1172231   1172452   4       4            22         4021_3_8
1384191   1398309   4       4            22         4021_3_8
1833401   1860751   4       4            22         4021_3_8
1         10178     5       5            23         4021_3_9
61946     62410     3       5            23         4021_3_9
122850    130183    5       5            23         4021_3_9
131383    133815    7       5            23         4021_3_9
252272    269427    5       5            23         4021_3_9
298575    308754    5       5            23         4021_3_9
319686    320386    5       5            23         4021_3_9
921609    921759    7       5            23         4021_3_9
927535    931752    7       5            23         4021_3_9
958289    962675    2       5            23         4021_3_9
1132745   1150770   5       5            23         4021_3_9
1279875   1280209   2       5            23         4021_3_9
1733583   1736834   7       5            23         4021_3_9
1831695   1839827   2       5            23         4021_3_9
2120403   2123588   5       5            23         4021_3_9
2164321   2175557   5       5            23         4021_3_9
294903    319918    2       2            24         4021_5_10
530338    534223    2       2            24         4021_5_10
682857    685598    5       2            24         4021_5_10
731387    733656    2       2            24         4021_5_10
958289    962206    2       2            24         4021_5_10
1140202   1143614   6       2            24         4021_5_10
1149487   1150770   5       2            24         4021_5_10
1279875   1280209   2       2            24         4021_5_10
1354306   1355815   6       2            24         4021_5_10
1473140   1474612   2       2            24         4021_5_10
1476815   1479140   2       2            24         4021_5_10
1479342   1487514   5       2            24         4021_5_10
1526716   1531661   7       2            24         4021_5_10
1531662   1533381   2       2            24         4021_5_10
1535874   1546105   7       2            24         4021_5_10
1580025   1580796   2       2            24         4021_5_10
1654614   1654808   7       2            24         4021_5_10
1657399   1658709   2       2            24         4021_5_10
1831695   1839968   2       2            24         4021_5_10
1850326   1854747   6       2            24         4021_5_10
1946940   1954793   3       2            24         4021_5_10
1957608   1959637   2       2            24         4021_5_10
1962244   1963382   5       2            24         4021_5_10
1         10178     5       5            25         4021_5_11
252272    269427    5       5            25         4021_5_11
298575    308754    5       5            25         4021_5_11
319686    320386    5       5            25         4021_5_11
958289    962206    2       5            25         4021_5_11
1133295   1150770   5       5            25         4021_5_11
1279853   1280209   2       5            25         4021_5_11
1831695   1839827   2       5            25         4021_5_11
2120403   2123588   5       5            25         4021_5_11
2164321   2175557   5       5            25         4021_5_11
958289    962206    2       2            26         4021_5_1
1279807   1280209   2       2            26         4021_5_1
1343532   1353740   5       2            26         4021_5_1
1359364   1371280   3       2            26         4021_5_1
1696134   1714235   2       2            26         4021_5_1
1803711   1808326   4       2            26         4021_5_1
1831695   1839827   2       2            26         4021_5_1
958289    962206    2       2            27         4021_5_2
1279875   1280178   2       2            27         4021_5_2
1831695   1839827   2       2            27         4021_5_2
233377    240370    4       2            28         4021_5_3
241696    253362    2       2            28         4021_5_3
513207    513544    2       2            28         4021_5_3
514494    518790    2       2            28         4021_5_3
958289    962675    2       2            28         4021_5_3
1831695   1839827   2       2            28         4021_5_3
2047566   2047727   5       2            28         4021_5_3
2048004   2048358   5       2            28         4021_5_3
2051794   2055004   6       2            28         4021_5_3
2055005   2055984   5       2            28         4021_5_3
2091253   2093080   5       2            28         4021_5_3
2161695   2162604   2       2            28         4021_5_3
2162974   2163054   3       2            28         4021_5_3
2163055   2165350   7       2            28         4021_5_3
2165351   2170153   2       2            28         4021_5_3
2170154   2170997   3       2            28         4021_5_3
2170998   2172566   6       2            28         4021_5_3
958289    962206    2       2            29         4021_5_4
1279875   1280178   2       2            29         4021_5_4
1831695   1839827   2       2            29         4021_5_4
1         10178     5       5            30         4021_5_5
252272    269427    5       5            30         4021_5_5
298575    308754    5       5            30         4021_5_5
319686    320386    5       5            30         4021_5_5
677746    679230    5       5            30         4021_5_5
958289    962206    2       5            30         4021_5_5
1132745   1150770   5       5            30         4021_5_5
1279236   1279294   7       5            30         4021_5_5
1279424   1280148   7       5            30         4021_5_5
1831695   1839827   2       5            30         4021_5_5
2120403   2123588   5       5            30         4021_5_5
2164321   2175557   5       5            30         4021_5_5
208917    213101    5       2            31         4021_5_6
216861    217296    5       2            31         4021_5_6
217682    220313    2       2            31         4021_5_6
222273    223020    2       2            31         4021_5_6
223556    223608    3       2            31         4021_5_6
224961    235452    7       2            31         4021_5_6
236361    237991    2       2            31         4021_5_6
237992    241695    7       2            31         4021_5_6
241696    255618    2       2            31         4021_5_6
266633    267877    5       2            31         4021_5_6
268856    274584    4       2            31         4021_5_6
277511    279104    5       2            31         4021_5_6
280674    288744    7       2            31         4021_5_6
302006    304574    7       2            31         4021_5_6
305300    310190    2       2            31         4021_5_6
322128    326027    4       2            31         4021_5_6
958289    962675    2       2            31         4021_5_6
1279875   1280148   2       2            31         4021_5_6
1831695   1839827   2       2            31         4021_5_6
2057051   2060011   7       2            31         4021_5_6
2060012   2078790   2       2            31         4021_5_6
1         10178     5       5            32         4021_5_7
252272    269427    5       5            32         4021_5_7
298575    308754    5       5            32         4021_5_7
319686    320386    5       5            32         4021_5_7
958289    963235    2       5            32         4021_5_7
1132745   1150770   5       5            32         4021_5_7
1279875   1280209   2       5            32         4021_5_7
1431091   1431950   4       5            32         4021_5_7
1831695   1839827   2       5            32         4021_5_7
2120403   2123588   5       5            32         4021_5_7
2164366   2175557   5       5            32         4021_5_7
1         10178     5       5            33         4021_5_8
252272    264425    5       5            33         4021_5_8
264426    264641    2       5            33         4021_5_8
264698    266167    2       5            33         4021_5_8
266168    269427    5       5            33         4021_5_8
298575    308754    5       5            33         4021_5_8
319686    320386    5       5            33         4021_5_8
958289    962206    2       5            33         4021_5_8
1132745   1150770   5       5            33         4021_5_8
1279875   1280173   2       5            33         4021_5_8
1831695   1839827   2       5            33         4021_5_8
2120403   2123588   5       5            33         4021_5_8
2164376   2175557   5       5            33         4021_5_8
191386    194605    3       2            34         4021_5_9
195302    200816    3       2            34         4021_5_9
290258    290489    6       2            34         4021_5_9
292370    292507    7       2            34         4021_5_9
293293    294074    6       2            34         4021_5_9
394245    394698    4       2            34         4021_5_9
396315    402460    7       2            34         4021_5_9
404610    407303    7       2            34         4021_5_9
522627    523421    7       2            34         4021_5_9
523422    526470    4       2            34         4021_5_9
576128    578435    5       2            34         4021_5_9
638575    640647    4       2            34         4021_5_9
742588    746223    5       2            34         4021_5_9
746950    750664    5       2            34         4021_5_9
773285    776168    3       2            34         4021_5_9
958289    962206    2       2            34         4021_5_9
1129724   1133081   7       2            34         4021_5_9
1196426   1196802   4       2            34         4021_5_9
1278285   1280173   2       2            34         4021_5_9
1611869   1612147   7       2            34         4021_5_9
1612148   1612801   3       2            34         4021_5_9
1613220   1614440   5       2            34         4021_5_9
1644947   1645932   7       2            34         4021_5_9
1647480   1648707   2       2            34         4021_5_9
1649169   1649540   2       2            34         4021_5_9
1831695   1839827   2       2            34         4021_5_9
1865594   1865712   2       2            34         4021_5_9
2045598   2045745   4       2            34         4021_5_9
2046550   2047241   4       2            34         4021_5_9
2047242   2054705   6       2            34         4021_5_9
2055549   2060011   2       2            34         4021_5_9
2060012   2066395   7       2            34         4021_5_9
76323     84833     6       6            35         4021_6_10
280901    285329    6       6            35         4021_6_10
295043    301986    6       6            35         4021_6_10
305680    327336    6       6            35         4021_6_10
498356    504684    6       6            35         4021_6_10
1178449   1198074   6       6            35         4021_6_10
1252495   1260557   6       6            35         4021_6_10
1278010   1279823   6       6            35         4021_6_10
1853875   1860579   6       6            35         4021_6_10
1988043   1995643   6       6            35         4021_6_10
2010162   2015407   6       6            35         4021_6_10
287641    288273    2       2            36         4021_6_1
294903    319918    2       2            36         4021_6_1
509652    509692    2       2            36         4021_6_1
530338    534122    2       2            36         4021_6_1
958289    962206    2       2            36         4021_6_1
1279875   1280148   2       2            36         4021_6_1
1831695   1839827   2       2            36         4021_6_1
568801    569707    4       2            37         4021_6_2
958289    962675    2       2            37         4021_6_2
1279875   1280173   2       2            37         4021_6_2
1372262   1372539   5       2            37         4021_6_2
1831695   1839827   2       2            37         4021_6_2
626855    630437    5       2            38         4021_6_3
635657    636727    5       2            38         4021_6_3
838479    842238    4       2            38         4021_6_3
862905    866250    3       2            38         4021_6_3
866251    871243    7       2            38         4021_6_3
916982    917843    5       2            38         4021_6_3
1164497   1166036   7       2            38         4021_6_3
1278167   1279358   3       2            38         4021_6_3
1469959   1470638   2       2            38         4021_6_3
1473572   1476231   4       2            38         4021_6_3
1530123   1531623   7       2            38         4021_6_3
1600302   1606463   5       2            38         4021_6_3
1608451   1609873   3       2            38         4021_6_3
1765274   1771163   2       2            38         4021_6_3
1831695   1839827   2       2            38         4021_6_3
1942744   1945021   3       2            38         4021_6_3
2001969   2004334   5       2            38         4021_6_3
2044255   2046549   5       2            38         4021_6_3
2153554   2156618   7       2            38         4021_6_3
2179625   2180577   6       2            38         4021_6_3
2180636   2181714   6       2            38         4021_6_3
1864998   1866583   6       1            39         4021_6_6
680640    680847    5       2            40         4021_6_7
1278010   1280768   2       2            40         4021_6_7
1393428   1397260   2       2            40         4021_6_7
1487803   1488852   3       2            40         4021_6_7
1488853   1498906   6       2            40         4021_6_7
1500348   1503774   6       2            40         4021_6_7
1503775   1513267   2       2            40         4021_6_7
1513818   1513936   2       2            40         4021_6_7
1513937   1517596   5       2            40         4021_6_7
1518648   1519481   7       2            40         4021_6_7
1519482   1521046   6       2            40         4021_6_7
1521047   1522721   4       2            40         4021_6_7
1522722   1525709   7       2            40         4021_6_7
1687081   1687131   3       2            40         4021_6_7
1831695   1839827   2       2            40         4021_6_7
76323     84833     6       6            41         4021_6_8
280901    285329    6       6            41         4021_6_8
295043    301986    6       6            41         4021_6_8
305680    327336    6       6            41         4021_6_8
498356    504684    6       6            41         4021_6_8
1179509   1198074   6       6            41         4021_6_8
1252495   1260542   6       6            41         4021_6_8
1278010   1279560   6       6            41         4021_6_8
1853875   1860579   6       6            41         4021_6_8
1988043   1995643   6       6            41         4021_6_8
2010162   2015407   6       6            41         4021_6_8
76323     84833     6       6            42         4021_6_9
280901    285329    6       6            42         4021_6_9
295043    301986    6       6            42         4021_6_9
305680    327336    6       6            42         4021_6_9
498356    504684    6       6            42         4021_6_9
1177939   1198074   6       6            42         4021_6_9
1252495   1260542   6       6            42         4021_6_9
1278010   1279532   6       6            42         4021_6_9
1853875   1860579   6       6            42         4021_6_9
1988043   1995379   6       6            42         4021_6_9
2010162   2015407   6       6            42         4021_6_9
2171291   2172192   4       6            42         4021_6_9
1         10178     5       5            43         4021_8_10
120702    129361    5       5            43         4021_8_10
252272    269427    5       5            43         4021_8_10
298575    308754    5       5            43         4021_8_10
319686    320386    5       5            43         4021_8_10
541749    545815    5       5            43         4021_8_10
568157    580259    5       5            43         4021_8_10
580260    584916    2       5            43         4021_8_10
584917    591798    5       5            43         4021_8_10
608416    625005    5       5            43         4021_8_10
702538    703955    5       5            43         4021_8_10
755670    776168    5       5            43         4021_8_10
958289    962206    2       5            43         4021_8_10
1132745   1150770   5       5            43         4021_8_10
1174670   1177938   2       5            43         4021_8_10
1177939   1199434   6       5            43         4021_8_10
1199435   1206246   5       5            43         4021_8_10
1279875   1280209   2       5            43         4021_8_10
1298331   1299665   5       5            43         4021_8_10
1314962   1317430   5       5            43         4021_8_10
1540232   1550995   5       5            43         4021_8_10
1831695   1839827   2       5            43         4021_8_10
2069959   2073408   2       5            43         4021_8_10
2120403   2123588   5       5            43         4021_8_10
2164366   2175557   5       5            43         4021_8_10
76323     84833     6       6            44         4021_8_1
280901    285329    6       6            44         4021_8_1
295043    301986    6       6            44         4021_8_1
305680    327336    6       6            44         4021_8_1
498356    504684    6       6            44         4021_8_1
1179951   1196602   6       6            44         4021_8_1
1252530   1260542   6       6            44         4021_8_1
1278010   1279543   6       6            44         4021_8_1
1853875   1860579   6       6            44         4021_8_1
1988131   1995643   6       6            44         4021_8_1
2010162   2015407   6       6            44         4021_8_1
2171291   2172192   4       6            44         4021_8_1
958289    962206    2       2            45         4021_8_3
1279875   1280989   2       2            45         4021_8_3
1280990   1283064   5       2            45         4021_8_3
1283065   1284364   4       2            45         4021_8_3
1408223   1408393   6       2            45         4021_8_3
1831695   1839827   2       2            45         4021_8_3
1907052   1907558   4       2            45         4021_8_3
498356    504684    6       1            46         4021_8_4
1284673   1284782   6       1            46         4021_8_4
1705873   1707057   7       1            46         4021_8_4
1722582   1722667   3       1            46         4021_8_4
1788600   1790533   7       1            46         4021_8_4
1896993   1897198   6       1            46         4021_8_4
1         10178     5       5            47         4021_8_6
120702    129361    5       5            47         4021_8_6
252272    269427    5       5            47         4021_8_6
298575    308754    5       5            47         4021_8_6
319686    320386    5       5            47         4021_8_6
541749    545815    5       5            47         4021_8_6
566862    580324    5       5            47         4021_8_6
580325    584916    2       5            47         4021_8_6
584917    591798    5       5            47         4021_8_6
608416    625005    5       5            47         4021_8_6
702538    703955    5       5            47         4021_8_6
755670    776168    5       5            47         4021_8_6
958289    962206    2       5            47         4021_8_6
1132745   1150770   5       5            47         4021_8_6
1174670   1177938   2       5            47         4021_8_6
1177939   1199889   6       5            47         4021_8_6
1199890   1206246   5       5            47         4021_8_6
1279875   1280173   2       5            47         4021_8_6
1314962   1317986   5       5            47         4021_8_6
1540232   1550995   5       5            47         4021_8_6
1831695   1839827   2       5            47         4021_8_6
2069959   2073408   2       5            47         4021_8_6
2120403   2123588   5       5            47         4021_8_6
2164376   2175557   5       5            47         4021_8_6
392512    396486    6       1            48         4021_8_7
1278167   1280165   7       1            48         4021_8_7
1280166   1280319   3       1            48         4021_8_7
1571477   1572695   6       1            48         4021_8_7
1695544   1697998   7       1            48         4021_8_7
1726140   1726227   6       1            48         4021_8_7
1731605   1732111   7       1            48         4021_8_7
1903874   1904461   5       1            48         4021_8_7
1278306   1279927   3       1            49         4021_8_8
1358385   1360006   7       1            49         4021_8_8
1724185   1725134   2       1            49         4021_8_8
1732773   1732793   2       1            49         4021_8_8
262702    266209    4       4            50         4021_8_9
266210    267877    5       4            50         4021_8_9
268856    280460    4       4            50         4021_8_9
296479    300546    6       4            50         4021_8_9
300547    303225    4       4            50         4021_8_9
303226    320015    2       4            50         4021_8_9
320016    328199    4       4            50         4021_8_9
478150    495793    4       4            50         4021_8_9
502276    509233    4       4            50         4021_8_9
663241    670791    4       4            50         4021_8_9
698385    701615    5       4            50         4021_8_9
772512    828945    4       4            50         4021_8_9
1036761   1039523   4       4            50         4021_8_9
1285217   1289566   2       4            50         4021_8_9
1384191   1397722   4       4            50         4021_8_9
1833401   1861013   4       4            50         4021_8_9
294903    319918    2       2            51         4069_2_10
530338    534122    2       2            51         4069_2_10
958289    962206    2       2            51         4069_2_10
1279875   1280165   2       2            51         4069_2_10
1732475   1732573   4       2            51         4069_2_10
1831695   1839827   2       2            51         4069_2_10
958289    962206    2       2            52         4069_2_11
1279886   1280165   2       2            52         4069_2_11
1831695   1839827   2       2            52         4069_2_11
1864709   1864931   2       2            52         4069_2_11
294903    319918    2       2            53         4069_2_12
530338    534122    2       2            53         4069_2_12
958289    962206    2       2            53         4069_2_12
1279886   1280165   2       2            53         4069_2_12
1732475   1732589   4       2            53         4069_2_12
1831695   1839827   2       2            53         4069_2_12
958289    962675    2       2            54         4069_2_1
1279886   1280165   2       2            54         4069_2_1
1431747   1431950   4       2            54         4069_2_1
1756418   1760248   7       2            54         4069_2_1
1831695   1839827   2       2            54         4069_2_1
958289    962206    2       2            55         4069_2_2
1279875   1280165   2       2            55         4069_2_2
1831695   1839827   2       2            55         4069_2_2
958289    962675    2       2            56         4069_2_3
1279886   1280165   2       2            56         4069_2_3
1724345   1724373   4       2            56         4069_2_3
1831280   1839827   2       2            56         4069_2_3
1864709   1864931   4       2            56         4069_2_3
294903    319918    2       2            57         4069_2_4
530338    534122    2       2            57         4069_2_4
958289    962206    2       2            57         4069_2_4
1279886   1280165   2       2            57         4069_2_4
1831695   1839827   2       2            57         4069_2_4
1865981   1866037   6       2            57         4069_2_4
958289    962206    2       2            58         4069_2_5
1279886   1280165   2       2            58         4069_2_5
1408280   1408393   6       2            58         4069_2_5
1831695   1839827   2       2            58         4069_2_5
294903    319918    2       2            59         4069_2_6
530338    534122    2       2            59         4069_2_6
958289    962206    2       2            59         4069_2_6
1279886   1280165   2       2            59         4069_2_6
1831695   1839827   2       2            59         4069_2_6
708104    708842    3       2            60         4069_2_7
958289    962206    2       2            60         4069_2_7
1279886   1280165   2       2            60         4069_2_7
1408223   1408393   6       2            60         4069_2_7
1831695   1839827   2       2            60         4069_2_7
124523    124746    4       2            61         4069_2_8
294903    319918    2       2            61         4069_2_8
530338    534122    2       2            61         4069_2_8
958289    962675    2       2            61         4069_2_8
985857    985946    5       2            61         4069_2_8
1205645   1205661   2       2            61         4069_2_8
1279886   1280165   2       2            61         4069_2_8
1831695   1839827   2       2            61         4069_2_8
287641    288273    2       2            62         4069_2_9
294903    319918    2       2            62         4069_2_9
530338    534122    2       2            62         4069_2_9
957748    962206    2       2            62         4069_2_9
1279886   1280165   2       2            62         4069_2_9
1831695   1839827   2       2            62         4069_2_9
1         12402     5       5            63         4075_6_1
120702    129361    5       5            63         4075_6_1
252272    269427    5       5            63         4075_6_1
298575    308754    5       5            63         4075_6_1
319686    320386    5       5            63         4075_6_1
541749    545815    5       5            63         4075_6_1
566862    580324    5       5            63         4075_6_1
580325    584916    2       5            63         4075_6_1
584917    591798    5       5            63         4075_6_1
608416    625005    5       5            63         4075_6_1
702538    703955    5       5            63         4075_6_1
755670    776168    5       5            63         4075_6_1
958289    962206    2       5            63         4075_6_1
1132745   1151228   5       5            63         4075_6_1
1174670   1177938   2       5            63         4075_6_1
1177939   1199434   6       5            63         4075_6_1
1199435   1206246   5       5            63         4075_6_1
1279875   1280209   2       5            63         4075_6_1
1314962   1317430   5       5            63         4075_6_1
1540232   1550995   5       5            63         4075_6_1
1732217   1733009   4       5            63         4075_6_1
1831695   1839827   2       5            63         4075_6_1
2069959   2073408   2       5            63         4075_6_1
2120403   2123588   5       5            63         4075_6_1
2164376   2175557   5       5            63         4075_6_1
1         10178     5       5            64         4075_6_2
120702    129361    5       5            64         4075_6_2
252272    269427    5       5            64         4075_6_2
298575    308754    5       5            64         4075_6_2
319686    320386    5       5            64         4075_6_2
541749    545815    5       5            64         4075_6_2
566862    580324    5       5            64         4075_6_2
580325    584759    2       5            64         4075_6_2
584760    591798    5       5            64         4075_6_2
608416    625005    5       5            64         4075_6_2
702538    703955    5       5            64         4075_6_2
755670    776168    5       5            64         4075_6_2
958289    962206    2       5            64         4075_6_2
1132745   1150770   5       5            64         4075_6_2
1174670   1177938   2       5            64         4075_6_2
1177939   1198841   6       5            64         4075_6_2
1198842   1206246   5       5            64         4075_6_2
1279875   1280209   2       5            64         4075_6_2
1298331   1299665   5       5            64         4075_6_2
1314962   1317430   5       5            64         4075_6_2
1540232   1550995   5       5            64         4075_6_2
1721714   1721852   4       5            64         4075_6_2
1831695   1839827   2       5            64         4075_6_2
2069959   2072653   2       5            64         4075_6_2
2120403   2123588   5       5            64         4075_6_2
2164376   2175557   5       5            64         4075_6_2
124461    124746    4       4            65         4075_6_3
205998    210109    4       4            65         4075_6_3
214467    220294    4       4            65         4075_6_3
343007    346194    4       4            65         4075_6_3
478150    495793    4       4            65         4075_6_3
502073    509233    4       4            65         4075_6_3
663241    670791    4       4            65         4075_6_3
772512    828945    4       4            65         4075_6_3
1173331   1173889   4       4            65         4075_6_3
1268372   1269905   4       4            65         4075_6_3
1274029   1275039   7       4            65         4075_6_3
1384191   1398309   4       4            65         4075_6_3
1630691   1639149   2       4            65         4075_6_3
1733739   1738206   5       4            65         4075_6_3
1738207   1739662   3       4            65         4075_6_3
1739663   1740951   5       4            65         4075_6_3
1833401   1860751   4       4            65         4075_6_3
498385    504684    6       1            66         4075_6_4
1284673   1284782   6       1            66         4075_6_4
1705873   1707057   5       1            66         4075_6_4
1722548   1722667   3       1            66         4075_6_4
1788600   1790533   7       1            66         4075_6_4
1896993   1897198   6       1            66         4075_6_4
498385    504684    6       1            67         4075_6_5
517982    518098    7       1            67         4075_6_5
1170922   1171750   5       1            67         4075_6_5
1284673   1284782   6       1            67         4075_6_5
1722395   1726568   2       1            67         4075_6_5
1731654   1732201   5       1            67         4075_6_5
1896993   1897198   6       1            67         4075_6_5
